Age_Group,Gender,Account Type,Balance_Bucket,Transaction_Size,Transaction Type,Loan_Size,Loan Type,Loan Status,Rate_Category,Card Type,CC_Utilization_Category,Feedback Type,Resolution Status
Early Career,Male,Current,Comfortable,Very Large,Deposit,Large,Mortgage,Closed,Low,Visa,Moderate,Suggestion,Pending
Pre-Retirement,Male,Current,Below-Minimum,Large,Deposit,Large,Personal,Closed,High,Visa,Low,Complaint,Pending
Pre-Retirement,Male,Current,Comfortable,Very Large,Withdrawal,Very Large,Personal,Approved,High,AMEX,High,Suggestion,Pending
Established,Female,Savings,Mass-Market,Very Large,Withdrawal,Medium,Mortgage,Rejected,Low,AMEX,Moderate,Complaint,Resolved
Established,Male,Current,Comfortable,Very Large,Transfer,Medium,Personal,Closed,Low,AMEX,Moderate,Complaint,Resolved
Pre-Retirement,Other,Savings,Comfortable,Very Large,Withdrawal,Medium,Personal,Rejected,High,Visa,Moderate,Praise,Resolved
Early Career,Male,Current,Mass-Market,Large,Withdrawal,Medium,Personal,Approved,High,AMEX,Over-Limit,Praise,Resolved
Early Career,Other,Savings,Comfortable,Large,Withdrawal,Medium,Mortgage,Rejected,High,MasterCard,Moderate,Suggestion,Pending
Established,Other,Savings,Mass-Market,Very Large,Transfer,Large,Personal,Rejected,Moderate,MasterCard,Over-Limit,Praise,Resolved
Young Adult,Other,Current,Mass-Market,Very Large,Transfer,Very Large,Auto,Closed,Low,Visa,Low,Complaint,Pending
Young Adult,Male,Savings,Comfortable,Very Large,Withdrawal,Very Large,Mortgage,Closed,Moderate,MasterCard,Moderate,Suggestion,Pending
Senior,Male,Current,Mass-Market,Very Large,Withdrawal,Medium,Auto,Closed,High,AMEX,Low,Praise,Resolved
Established,Male,Current,Mass-Market,Large,Deposit,Large,Auto,Rejected,Low,MasterCard,Moderate,Suggestion,Pending
Pre-Retirement,Male,Current,Mass-Market,Very Large,Transfer,Very Large,Personal,Rejected,High,AMEX,Moderate,Praise,Resolved
Early Career,Male,Savings,Comfortable,Very Large,Deposit,Large,Auto,Closed,Moderate,Visa,Moderate,Suggestion,Resolved
Pre-Retirement,Female,Current,Comfortable,Large,Withdrawal,Very Large,Mortgage,Rejected,Low,AMEX,Low,Praise,Pending
Senior,Male,Savings,Mass-Market,Very Large,Withdrawal,Very Large,Mortgage,Approved,Moderate,MasterCard,Moderate,Praise,Resolved
Pre-Retirement,Female,Current,Below-Minimum,Large,Withdrawal,Medium,Mortgage,Closed,Moderate,AMEX,Moderate,Suggestion,Resolved
Established,Other,Savings,Below-Minimum,Everyday,Withdrawal,Very Large,Mortgage,Rejected,Low,Visa,Moderate,Praise,Resolved
Established,Other,Current,Mass-Market,Large,Transfer,Large,Personal,Approved,Moderate,AMEX,Low,Complaint,Pending
Young Adult,Other,Current,Mass-Market,Everyday,Withdrawal,Large,Mortgage,Approved,Moderate,MasterCard,Moderate,Praise,Pending
Early Career,Other,Savings,Mass-Market,Large,Deposit,Very Large,Auto,Approved,High,Visa,Over-Limit,Suggestion,Pending
Established,Female,Savings,Comfortable,Everyday,Deposit,Very Large,Personal,Approved,Low,MasterCard,Low,Suggestion,Pending
Senior,Female,Savings,Comfortable,Large,Deposit,Large,Mortgage,Approved,High,MasterCard,High,Complaint,Pending
Early Career,Other,Current,Below-Minimum,Large,Transfer,Very Large,Auto,Closed,Low,MasterCard,Low,Praise,Resolved
Pre-Retirement,Male,Savings,Below-Minimum,Very Large,Deposit,Very Large,Auto,Approved,Moderate,AMEX,Moderate,Praise,Pending
Established,Other,Savings,Mass-Market,Large,Transfer,Very Large,Mortgage,Rejected,Moderate,MasterCard,Low,Suggestion,Resolved
Pre-Retirement,Other,Savings,Below-Minimum,Large,Transfer,Small,Mortgage,Rejected,High,Visa,Low,Praise,Pending
Senior,Female,Savings,Comfortable,Very Large,Withdrawal,Very Large,Auto,Approved,Low,Visa,Moderate,Suggestion,Pending
Early Career,Other,Current,Mass-Market,Large,Transfer,Very Large,Auto,Approved,Low,MasterCard,High,Complaint,Resolved
Early Career,Female,Savings,Comfortable,Everyday,Transfer,Very Large,Mortgage,Closed,Low,AMEX,Over-Limit,Praise,Resolved
Senior,Female,Savings,Mass-Market,Everyday,Transfer,Very Large,Auto,Approved,Low,AMEX,High,Praise,Resolved
Established,Other,Current,Comfortable,Large,Withdrawal,Very Large,Mortgage,Rejected,Moderate,Visa,Low,Complaint,Pending
Pre-Retirement,Male,Current,Comfortable,Large,Withdrawal,Small,Personal,Closed,Low,AMEX,Moderate,Complaint,Resolved
Established,Female,Current,Mass-Market,Very Large,Withdrawal,Very Large,Personal,Rejected,Moderate,Visa,Moderate,Complaint,Pending
Established,Female,Savings,Comfortable,Very Large,Deposit,Medium,Mortgage,Approved,Low,MasterCard,Low,Praise,Pending
Pre-Retirement,Female,Savings,Below-Minimum,Everyday,Deposit,Very Large,Mortgage,Approved,Low,MasterCard,Low,Complaint,Pending
Established,Other,Savings,Mass-Market,Large,Transfer,Very Large,Mortgage,Rejected,Low,AMEX,Moderate,Praise,Resolved
Established,Other,Savings,Mass-Market,Large,Deposit,Small,Auto,Closed,High,Visa,Moderate,Suggestion,Pending
Pre-Retirement,Female,Savings,Mass-Market,Everyday,Withdrawal,Very Large,Auto,Closed,Moderate,Visa,Moderate,Complaint,Pending
Early Career,Male,Current,Below-Minimum,Everyday,Deposit,Very Large,Personal,Closed,Low,Visa,Low,Complaint,Pending
Young Adult,Other,Savings,Mass-Market,Very Large,Withdrawal,Very Large,Mortgage,Closed,Moderate,Visa,Moderate,Suggestion,Resolved
Established,Male,Savings,Comfortable,Large,Deposit,Medium,Mortgage,Closed,Low,AMEX,Low,Complaint,Pending
Established,Male,Savings,Comfortable,Very Large,Withdrawal,Very Large,Mortgage,Closed,Moderate,Visa,Low,Suggestion,Resolved
Early Career,Other,Savings,Mass-Market,Large,Deposit,Large,Auto,Approved,Low,Visa,Low,Praise,Resolved
Pre-Retirement,Female,Savings,Mass-Market,Large,Transfer,Medium,Mortgage,Closed,Low,Visa,High,Complaint,Pending
Early Career,Male,Savings,Below-Minimum,Very Large,Deposit,Very Large,Auto,Rejected,High,Visa,Low,Suggestion,Pending
Established,Female,Current,Below-Minimum,Very Large,Deposit,Large,Personal,Approved,Low,MasterCard,Moderate,Suggestion,Pending
Early Career,Male,Current,Mass-Market,Very Large,Transfer,Very Large,Mortgage,Rejected,Moderate,MasterCard,Low,Complaint,Resolved
Established,Female,Current,Comfortable,Very Large,Transfer,Very Large,Mortgage,Closed,Moderate,Visa,Low,Complaint,Pending
Senior,Other,Current,Mass-Market,Large,Withdrawal,Medium,Auto,Closed,High,MasterCard,Low,Suggestion,Pending
Established,Male,Current,Below-Minimum,Very Large,Transfer,Medium,Mortgage,Approved,High,AMEX,Moderate,Suggestion,Pending
Pre-Retirement,Male,Current,Comfortable,Very Large,Deposit,Medium,Auto,Closed,Low,Visa,High,Suggestion,Resolved
Early Career,Male,Savings,Mass-Market,Very Large,Withdrawal,Medium,Mortgage,Approved,High,AMEX,Moderate,Suggestion,Pending
Established,Female,Savings,Comfortable,Very Large,Deposit,Large,Personal,Approved,Low,AMEX,Over-Limit,Praise,Pending
Established,Male,Current,Mass-Market,Everyday,Withdrawal,Very Large,Mortgage,Closed,High,MasterCard,Low,Suggestion,Resolved
Pre-Retirement,Male,Current,Comfortable,Large,Withdrawal,Large,Auto,Approved,Low,MasterCard,Low,Suggestion,Pending
Established,Female,Savings,Comfortable,Large,Transfer,Very Large,Mortgage,Approved,Low,MasterCard,Low,Complaint,Pending
Pre-Retirement,Female,Savings,Comfortable,Everyday,Deposit,Medium,Auto,Rejected,Low,Visa,Low,Suggestion,Resolved
Pre-Retirement,Other,Current,Comfortable,Very Large,Withdrawal,Large,Mortgage,Rejected,Low,AMEX,Moderate,Suggestion,Resolved
Pre-Retirement,Female,Current,Mass-Market,Everyday,Withdrawal,Large,Auto,Closed,High,AMEX,High,Suggestion,Resolved
Established,Male,Current,Below-Minimum,Large,Withdrawal,Very Large,Mortgage,Rejected,Low,MasterCard,Over-Limit,Praise,Pending
Pre-Retirement,Male,Savings,Mass-Market,Very Large,Withdrawal,Large,Personal,Closed,Low,MasterCard,Over-Limit,Praise,Resolved
Young Adult,Other,Current,Comfortable,Large,Transfer,Medium,Mortgage,Closed,Low,Visa,Moderate,Complaint,Resolved
Established,Other,Current,Comfortable,Large,Transfer,Medium,Auto,Approved,Low,Visa,Over-Limit,Complaint,Pending
Established,Male,Current,Mass-Market,Large,Deposit,Medium,Personal,Approved,Low,MasterCard,Over-Limit,Praise,Pending
Early Career,Female,Current,Comfortable,Everyday,Withdrawal,Very Large,Personal,Closed,Moderate,MasterCard,Over-Limit,Complaint,Resolved
Pre-Retirement,Male,Savings,Comfortable,Very Large,Deposit,Medium,Auto,Rejected,High,MasterCard,Over-Limit,Complaint,Resolved
Early Career,Other,Current,Comfortable,Large,Deposit,Very Large,Auto,Closed,Moderate,AMEX,Moderate,Praise,Pending
Young Adult,Male,Savings,Mass-Market,Everyday,Transfer,Small,Mortgage,Closed,High,Visa,Low,Praise,Pending
Established,Male,Savings,Comfortable,Large,Withdrawal,Medium,Personal,Approved,Moderate,AMEX,High,Suggestion,Pending
Pre-Retirement,Male,Current,Comfortable,Very Large,Transfer,Large,Auto,Approved,Low,MasterCard,Moderate,Complaint,Resolved
Young Adult,Other,Current,Below-Minimum,Large,Withdrawal,Large,Mortgage,Approved,Moderate,Visa,Over-Limit,Suggestion,Resolved
Early Career,Other,Savings,Mass-Market,Large,Withdrawal,Very Large,Mortgage,Rejected,High,MasterCard,Low,Praise,Pending
Young Adult,Other,Savings,Mass-Market,Very Large,Deposit,Very Large,Auto,Closed,Moderate,AMEX,Moderate,Suggestion,Pending
Established,Female,Savings,Below-Minimum,Everyday,Deposit,Very Large,Personal,Rejected,Moderate,Visa,Moderate,Praise,Resolved
Young Adult,Other,Savings,Comfortable,Very Large,Transfer,Very Large,Auto,Approved,High,Visa,Low,Suggestion,Pending
Pre-Retirement,Female,Savings,Mass-Market,Very Large,Transfer,Very Large,Mortgage,Rejected,High,MasterCard,Low,Complaint,Resolved
Senior,Female,Current,Mass-Market,Very Large,Withdrawal,Very Large,Auto,Rejected,Moderate,MasterCard,Low,Suggestion,Pending
Young Adult,Other,Current,Mass-Market,Large,Deposit,Large,Mortgage,Approved,Moderate,AMEX,Low,Praise,Resolved
Senior,Female,Current,Comfortable,Very Large,Deposit,Medium,Auto,Closed,Low,AMEX,High,Suggestion,Resolved
Early Career,Female,Savings,Comfortable,Large,Withdrawal,Very Large,Auto,Rejected,Low,AMEX,Moderate,Praise,Resolved
Established,Male,Savings,Comfortable,Large,Transfer,Medium,Personal,Rejected,Moderate,Visa,Low,Complaint,Pending
Established,Female,Savings,Comfortable,Large,Withdrawal,Medium,Personal,Closed,Moderate,MasterCard,Low,Praise,Resolved
Young Adult,Female,Savings,Comfortable,Large,Deposit,Medium,Mortgage,Rejected,Low,Visa,Moderate,Praise,Pending
Established,Other,Current,Comfortable,Everyday,Transfer,Large,Personal,Rejected,High,Visa,Moderate,Praise,Pending
Pre-Retirement,Male,Current,Mass-Market,Very Large,Withdrawal,Medium,Auto,Closed,Low,Visa,Over-Limit,Complaint,Resolved
Pre-Retirement,Female,Savings,Comfortable,Large,Deposit,Medium,Personal,Closed,Low,Visa,Low,Praise,Pending
Early Career,Female,Savings,Mass-Market,Large,Transfer,Very Large,Auto,Rejected,Low,AMEX,Moderate,Complaint,Resolved
Young Adult,Female,Current,Mass-Market,Everyday,Withdrawal,Very Large,Auto,Closed,Moderate,AMEX,Low,Praise,Resolved
Early Career,Other,Current,Comfortable,Very Large,Transfer,Medium,Mortgage,Closed,Low,MasterCard,Moderate,Praise,Resolved
Established,Other,Current,Comfortable,Large,Withdrawal,Very Large,Personal,Rejected,High,MasterCard,High,Complaint,Resolved
Early Career,Male,Savings,Mass-Market,Large,Deposit,Small,Mortgage,Approved,High,MasterCard,Low,Suggestion,Pending
Pre-Retirement,Female,Current,Mass-Market,Large,Withdrawal,Very Large,Auto,Rejected,Low,AMEX,Over-Limit,Complaint,Resolved
Established,Male,Savings,Mass-Market,Very Large,Withdrawal,Large,Auto,Rejected,Low,Visa,Moderate,Suggestion,Pending
Pre-Retirement,Other,Current,Comfortable,Very Large,Deposit,Medium,Mortgage,Closed,Low,Visa,Moderate,Praise,Resolved
Young Adult,Female,Current,Below-Minimum,Very Large,Transfer,Very Large,Mortgage,Approved,Moderate,Visa,Over-Limit,Complaint,Resolved
Pre-Retirement,Female,Current,Comfortable,Very Large,Transfer,Medium,Mortgage,Approved,Moderate,MasterCard,Moderate,Praise,Pending
Established,Male,Savings,Comfortable,Very Large,Deposit,Medium,Auto,Approved,Moderate,MasterCard,Low,Suggestion,Resolved
Pre-Retirement,Female,Savings,Comfortable,Large,Deposit,Medium,Personal,Closed,Low,Visa,Low,Praise,Resolved
Young Adult,Other,Current,Comfortable,Very Large,Transfer,Large,Auto,Closed,Moderate,Visa,Moderate,Complaint,Resolved
Established,Male,Savings,Comfortable,Large,Deposit,Very Large,Auto,Approved,Moderate,MasterCard,Low,Praise,Resolved
Early Career,Male,Current,Mass-Market,Large,Transfer,Very Large,Auto,Approved,High,AMEX,High,Suggestion,Resolved
Early Career,Female,Savings,Below-Minimum,Everyday,Deposit,Large,Auto,Closed,High,MasterCard,Moderate,Complaint,Pending
Established,Other,Current,Comfortable,Large,Deposit,Very Large,Personal,Closed,High,MasterCard,High,Suggestion,Resolved
Young Adult,Female,Savings,Mass-Market,Large,Deposit,Very Large,Auto,Rejected,Moderate,Visa,Over-Limit,Complaint,Resolved
Young Adult,Male,Savings,Below-Minimum,Large,Deposit,Large,Mortgage,Rejected,Moderate,Visa,High,Praise,Pending
Young Adult,Male,Current,Mass-Market,Everyday,Deposit,Medium,Personal,Closed,High,Visa,Low,Suggestion,Resolved
Senior,Other,Current,Mass-Market,Everyday,Deposit,Large,Mortgage,Approved,Moderate,MasterCard,Low,Suggestion,Pending
Pre-Retirement,Male,Savings,Comfortable,Large,Transfer,Medium,Mortgage,Closed,Moderate,Visa,Over-Limit,Suggestion,Pending
Young Adult,Other,Current,Below-Minimum,Large,Deposit,Medium,Auto,Approved,Low,MasterCard,High,Complaint,Pending
Established,Female,Current,Mass-Market,Large,Withdrawal,Large,Personal,Closed,High,AMEX,Moderate,Praise,Resolved
Established,Other,Current,Comfortable,Everyday,Transfer,Medium,Auto,Rejected,Moderate,MasterCard,Moderate,Suggestion,Resolved
Established,Female,Current,Comfortable,Very Large,Withdrawal,Medium,Personal,Rejected,High,Visa,High,Praise,Pending
Senior,Female,Savings,Mass-Market,Large,Deposit,Large,Personal,Rejected,Moderate,Visa,Moderate,Complaint,Pending
Established,Male,Current,Mass-Market,Large,Transfer,Small,Mortgage,Closed,Low,AMEX,Moderate,Suggestion,Pending
Senior,Female,Savings,Mass-Market,Large,Withdrawal,Large,Personal,Closed,High,Visa,Moderate,Suggestion,Pending
Established,Male,Savings,Comfortable,Very Large,Deposit,Very Large,Mortgage,Approved,Moderate,Visa,Over-Limit,Complaint,Resolved
Established,Other,Savings,Mass-Market,Large,Transfer,Medium,Auto,Closed,Low,AMEX,Moderate,Suggestion,Pending
Established,Other,Savings,Below-Minimum,Everyday,Deposit,Medium,Mortgage,Closed,Low,AMEX,Low,Complaint,Pending
Early Career,Female,Current,Mass-Market,Very Large,Withdrawal,Very Large,Mortgage,Rejected,Low,MasterCard,Moderate,Complaint,Pending
Pre-Retirement,Other,Savings,Comfortable,Large,Transfer,Very Large,Personal,Approved,Low,Visa,Low,Complaint,Pending
Early Career,Female,Current,Mass-Market,Large,Transfer,Medium,Personal,Rejected,Moderate,Visa,Low,Complaint,Pending
Young Adult,Other,Current,Comfortable,Very Large,Transfer,Medium,Mortgage,Closed,High,AMEX,Low,Suggestion,Resolved
Early Career,Female,Savings,Comfortable,Very Large,Transfer,Very Large,Auto,Rejected,Low,Visa,Over-Limit,Suggestion,Pending
Established,Female,Current,Comfortable,Everyday,Transfer,Large,Mortgage,Rejected,High,Visa,Low,Complaint,Pending
Established,Other,Savings,Mass-Market,Large,Withdrawal,Medium,Auto,Approved,High,Visa,Moderate,Suggestion,Resolved
Early Career,Other,Current,Comfortable,Very Large,Transfer,Small,Auto,Closed,High,Visa,Over-Limit,Suggestion,Resolved
Early Career,Other,Current,Comfortable,Large,Transfer,Large,Personal,Approved,High,MasterCard,Moderate,Praise,Resolved
Pre-Retirement,Other,Current,Mass-Market,Everyday,Deposit,Large,Auto,Rejected,Moderate,AMEX,High,Suggestion,Resolved
Established,Female,Savings,Comfortable,Large,Transfer,Small,Mortgage,Approved,Low,Visa,Low,Complaint,Pending
Established,Female,Savings,Mass-Market,Everyday,Withdrawal,Very Large,Personal,Approved,Moderate,Visa,Moderate,Complaint,Resolved
Pre-Retirement,Other,Savings,Comfortable,Very Large,Withdrawal,Medium,Personal,Closed,Moderate,Visa,Moderate,Complaint,Pending
Young Adult,Other,Current,Mass-Market,Very Large,Withdrawal,Medium,Personal,Approved,Low,AMEX,Moderate,Complaint,Pending
Early Career,Male,Savings,Comfortable,Everyday,Deposit,Medium,Auto,Rejected,High,AMEX,Moderate,Complaint,Pending
Young Adult,Female,Current,Below-Minimum,Large,Transfer,Very Large,Mortgage,Approved,Moderate,Visa,Moderate,Praise,Resolved
Established,Female,Current,Mass-Market,Everyday,Withdrawal,Very Large,Mortgage,Rejected,High,MasterCard,Low,Suggestion,Pending
Pre-Retirement,Other,Current,Comfortable,Very Large,Transfer,Medium,Personal,Approved,Moderate,MasterCard,Moderate,Suggestion,Resolved
Pre-Retirement,Male,Current,Mass-Market,Large,Withdrawal,Medium,Auto,Approved,Moderate,MasterCard,Moderate,Suggestion,Pending
Early Career,Other,Savings,Comfortable,Very Large,Withdrawal,Very Large,Mortgage,Approved,High,MasterCard,Moderate,Suggestion,Resolved
Young Adult,Female,Savings,Comfortable,Everyday,Withdrawal,Large,Auto,Closed,Low,AMEX,Low,Praise,Pending
Pre-Retirement,Female,Current,Mass-Market,Large,Deposit,Medium,Personal,Approved,High,AMEX,High,Complaint,Pending
Young Adult,Male,Current,Comfortable,Very Large,Transfer,Very Large,Mortgage,Rejected,Moderate,Visa,Low,Suggestion,Resolved
Early Career,Other,Current,Mass-Market,Everyday,Transfer,Large,Mortgage,Rejected,High,AMEX,Low,Complaint,Pending
Established,Male,Savings,Below-Minimum,Large,Transfer,Medium,Auto,Closed,Low,MasterCard,Moderate,Suggestion,Resolved
Pre-Retirement,Other,Current,Mass-Market,Very Large,Transfer,Large,Auto,Approved,High,Visa,Low,Praise,Resolved
Established,Male,Savings,Comfortable,Large,Withdrawal,Large,Personal,Rejected,Low,AMEX,Low,Praise,Pending
Established,Other,Savings,Mass-Market,Very Large,Transfer,Large,Personal,Approved,High,Visa,High,Suggestion,Pending
Established,Other,Savings,Mass-Market,Very Large,Deposit,Large,Mortgage,Closed,High,AMEX,Over-Limit,Complaint,Resolved
Young Adult,Other,Current,Comfortable,Very Large,Deposit,Large,Mortgage,Approved,Moderate,Visa,Over-Limit,Suggestion,Resolved
Pre-Retirement,Female,Savings,Mass-Market,Large,Deposit,Large,Personal,Approved,Low,MasterCard,Moderate,Suggestion,Resolved
Established,Other,Savings,Comfortable,Large,Transfer,Medium,Mortgage,Rejected,High,MasterCard,Over-Limit,Praise,Resolved
Established,Female,Savings,Comfortable,Large,Deposit,Large,Mortgage,Closed,High,MasterCard,Low,Complaint,Pending
Early Career,Male,Savings,Comfortable,Everyday,Withdrawal,Very Large,Auto,Closed,Moderate,AMEX,Moderate,Praise,Pending
Young Adult,Other,Savings,Below-Minimum,Very Large,Deposit,Very Large,Mortgage,Closed,Low,Visa,Over-Limit,Suggestion,Resolved
Established,Female,Current,Below-Minimum,Everyday,Transfer,Small,Auto,Approved,Low,MasterCard,High,Praise,Pending
Established,Male,Current,Mass-Market,Everyday,Withdrawal,Large,Personal,Closed,Moderate,MasterCard,Low,Complaint,Resolved
Young Adult,Other,Savings,Comfortable,Very Large,Deposit,Very Large,Personal,Rejected,High,Visa,Low,Suggestion,Resolved
Pre-Retirement,Male,Current,Comfortable,Large,Transfer,Small,Personal,Rejected,High,MasterCard,Moderate,Suggestion,Resolved
Pre-Retirement,Female,Savings,Comfortable,Large,Transfer,Very Large,Auto,Approved,Moderate,Visa,Low,Suggestion,Resolved
Pre-Retirement,Female,Current,Below-Minimum,Large,Transfer,Medium,Personal,Closed,Low,AMEX,Moderate,Complaint,Resolved
Established,Other,Current,Comfortable,Very Large,Withdrawal,Very Large,Auto,Closed,Low,MasterCard,Low,Suggestion,Resolved
